Waktu,Data,data_tokens,data_tokens_stopwords,data_tokens_stemmed,data_preprocessed,Sentiment
9/16/2021 10:51,sudah mulai apa apa pakai aplikasi peduli lindungi ya ponsel saya tidak cukup untuk mengunduh aplikasi lagi pak,"['sudah', 'mulai', 'apa', 'apa', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'ya', 'ponsel', 'saya', 'tidak', 'cukup', 'untuk', 'mengunduh', 'aplikasi', 'lagi', 'pak']","['pakai', 'aplikasi', 'peduli', 'lindungi', 'ya', 'ponsel', 'mengunduh', 'aplikasi']","['pakai', 'aplikasi', 'peduli', 'lindung', 'ya', 'ponsel', 'unduh', 'aplikasi']","['pakai', 'aplikasi', 'peduli', 'lindung', 'ya', 'ponsel', 'unduh', 'aplikasi']",negative
9/16/2021 7:17,tidak peduli tidak di lindungi,"['tidak', 'peduli', 'tidak', 'di', 'lindungi']","['peduli', 'lindungi']","['peduli', 'lindung']","['peduli', 'lindung']",negative
9/7/2021 1:30,kawan ada yang sudah pernah melakukan scan barcode melalui peduli lindungi ke tempat publik,"['kawan', 'ada', 'yang', 'sudah', 'pernah', 'melakukan', 'scan', 'barcode', 'melalui', 'peduli', 'lindungi', 'ke', 'tempat', 'publik']","['kawan', 'scan', 'barcode', 'peduli', 'lindungi', 'publik']","['kawan', 'scan', 'barcode', 'peduli', 'lindung', 'publik']","['kawan', 'scan', 'barcode', 'peduli', 'lindung', 'publik']",neutral
9/7/2021 14:56,kartu vaksin bagaimana dengan berita sertifikat vaksin asli tapi palsu yang beredar di masyarakat,"['kartu', 'vaksin', 'bagaimana', 'dengan', 'berita', 'sertifikat', 'vaksin', 'asli', 'tapi', 'palsu', 'yang', 'beredar', 'di', 'masyarakat']","['kartu', 'vaksin', 'berita', 'sertifikat', 'vaksin', 'asli', 'palsu', 'beredar', 'masyarakat']","['kartu', 'vaksin', 'berita', 'sertifikat', 'vaksin', 'asli', 'palsu', 'edar', 'masyarakat']","['kartu', 'vaksin', 'berita', 'sertifikat', 'vaksin', 'asli', 'palsu', 'edar', 'masyarakat']",negative
9/8/2021 11:31,kartu vaksin sertifikat saja pakai aplikasi peduli lindungi seperti masuk mall siapa peduli di lindungi,"['kartu', 'vaksin', 'sertifikat', 'saja', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'seperti', 'masuk', 'mall', 'siapa', 'peduli', 'di', 'lindungi']","['kartu', 'vaksin', 'sertifikat', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'masuk', 'mall', 'peduli', 'lindungi']","['kartu', 'vaksin', 'sertifikat', 'pakai', 'aplikasi', 'peduli', 'lindung', 'masuk', 'mall', 'peduli', 'lindung']","['kartu', 'vaksin', 'sertifikat', 'pakai', 'aplikasi', 'peduli', 'lindung', 'masuk', 'mall', 'peduli', 'lindung']",neutral
9/22/2021 0:48,kuliner ingin menikmati festival kuliner jangan lupa pakai aplikasi peduli lindungi,"['kuliner', 'ingin', 'menikmati', 'festival', 'kuliner', 'jangan', 'lupa', 'pakai', 'aplikasi', 'peduli', 'lindungi']","['kuliner', 'menikmati', 'festival', 'kuliner', 'lupa', 'pakai', 'aplikasi', 'peduli', 'lindungi']","['kuliner', 'nikmat', 'festival', 'kuliner', 'lupa', 'pakai', 'aplikasi', 'peduli', 'lindung']","['kuliner', 'nikmat', 'festival', 'kuliner', 'lupa', 'pakai', 'aplikasi', 'peduli', 'lindung']",positive
9/7/2021 5:48,kai peduli lindungi sobat bumn pt kereta api indonesia bersama kementerian kesehatan telah melakukan sosialisasi vaksin dan penggunaan aplikasi peduli lindungi,"['kai', 'peduli', 'lindungi', 'sobat', 'bumn', 'pt', 'kereta', 'api', 'indonesia', 'bersama', 'kementerian', 'kesehatan', 'telah', 'melakukan', 'sosialisasi', 'vaksin', 'dan', 'penggunaan', 'aplikasi', 'peduli', 'lindungi']","['kai', 'peduli', 'lindungi', 'sobat', 'bumn', 'pt', 'kereta', 'api', 'indonesia', 'kementerian', 'kesehatan', 'sosialisasi', 'vaksin', 'penggunaan', 'aplikasi', 'peduli', 'lindungi']","['kai', 'peduli', 'lindung', 'sobat', 'bumn', 'pt', 'kereta', 'api', 'indonesia', 'menteri', 'sehat', 'sosialisasi', 'vaksin', 'guna', 'aplikasi', 'peduli', 'lindung']","['kai', 'peduli', 'lindung', 'sobat', 'bumn', 'pt', 'kereta', 'api', 'indonesia', 'menteri', 'sehat', 'sosialisasi', 'vaksin', 'guna', 'aplikasi', 'peduli', 'lindung']",neutral
9/6/2021 12:08,kai commuter terjadi peningkatan penumpang saat uji coba penerapan aplikasi peduli lindungi,"['kai', 'commuter', 'terjadi', 'peningkatan', 'penumpang', 'saat', 'uji', 'coba', 'penerapan', 'aplikasi', 'peduli', 'lindungi']","['kai', 'commuter', 'peningkatan', 'penumpang', 'uji', 'coba', 'penerapan', 'aplikasi', 'peduli', 'lindungi']","['kai', 'commuter', 'tingkat', 'tumpang', 'uji', 'coba', 'terap', 'aplikasi', 'peduli', 'lindung']","['kai', 'commuter', 'tingkat', 'tumpang', 'uji', 'coba', 'terap', 'aplikasi', 'peduli', 'lindung']",positive
9/8/2021 2:36,news diperbarui dinas pariwisata dan kebudayan kabupaten pasuruan meminta seluruh tempat wisata yang akan berkunjung untuk menggunakan aplikasi peduli lindungi,"['news', 'diperbarui', 'dinas', 'pariwisata', 'dan', 'kebudayan', 'kabupaten', 'pasuruan', 'meminta', 'seluruh', 'tempat', 'wisata', 'yang', 'akan', 'berkunjung', 'untuk', 'menggunakan', 'aplikasi', 'peduli', 'lindungi']","['news', 'diperbarui', 'dinas', 'pariwisata', 'kebudayan', 'kabupaten', 'pasuruan', 'wisata', 'berkunjung', 'aplikasi', 'peduli', 'lindungi']","['news', 'baru', 'dinas', 'pariwisata', 'kebudayan', 'kabupaten', 'pasuruan', 'wisata', 'kunjung', 'aplikasi', 'peduli', 'lindung']","['news', 'baru', 'dinas', 'pariwisata', 'kebudayan', 'kabupaten', 'pasuruan', 'wisata', 'kunjung', 'aplikasi', 'peduli', 'lindung']",positive
9/19/2021 3:50,lindungi beredarnya sertifikat ini disebut usman terjadi karena ada salah guna data presiden tanpa izin,"['lindungi', 'beredarnya', 'sertifikat', 'ini', 'disebut', 'usman', 'terjadi', 'karena', 'ada', 'salah', 'guna', 'data', 'presiden', 'tanpa', 'izin']","['lindungi', 'beredarnya', 'sertifikat', 'usman', 'salah', 'data', 'presiden', 'izin']","['lindung', 'edar', 'sertifikat', 'usman', 'salah', 'data', 'presiden', 'izin']","['lindung', 'edar', 'sertifikat', 'usman', 'salah', 'data', 'presiden', 'izin']",negative
9/4/2021 3:55,lindungi mohon di respon dong emailnya sertifikat vaksin kedua belum ada di aplikasi peduli lindungi padahal sudah divaksin,"['lindungi', 'mohon', 'di', 'respon', 'dong', 'emailnya', 'sertifikat', 'vaksin', 'kedua', 'belum', 'ada', 'di', 'aplikasi', 'peduli', 'lindungi', 'padahal', 'sudah', 'divaksin']","['lindungi', 'mohon', 'respon', 'emailnya', 'sertifikat', 'vaksin', 'aplikasi', 'peduli', 'lindungi', 'divaksin']","['lindung', 'mohon', 'respon', 'email', 'sertifikat', 'vaksin', 'aplikasi', 'peduli', 'lindung', 'vaksin']","['lindung', 'mohon', 'respon', 'email', 'sertifikat', 'vaksin', 'aplikasi', 'peduli', 'lindung', 'vaksin']",negative
9/4/2021 3:20,lindungi aman aplikasi peduli lindungi sebenarnya aman mengenai kabar yang tersebar mengenai sertifikat vaksin juga sudah diatasi,"['lindungi', 'aman', 'aplikasi', 'peduli', 'lindungi', 'sebenarnya', 'aman', 'mengenai', 'kabar', 'yang', 'tersebar', 'mengenai', 'sertifikat', 'vaksin', 'juga', 'sudah', 'diatasi']","['lindungi', 'aman', 'aplikasi', 'peduli', 'lindungi', 'aman', 'kabar', 'tersebar', 'sertifikat', 'vaksin', 'diatasi']","['lindung', 'aman', 'aplikasi', 'peduli', 'lindung', 'aman', 'kabar', 'sebar', 'sertifikat', 'vaksin', 'atas']","['lindung', 'aman', 'aplikasi', 'peduli', 'lindung', 'aman', 'kabar', 'sebar', 'sertifikat', 'vaksin', 'atas']",positive
9/7/2021 1:00,lindungi aman seperti yang di sampaikan oleh menteri kesehatan dan kominfo bahwa kebocoran data nomor induk kependudukan presiden jokowi bukan data asli,"['lindungi', 'aman', 'seperti', 'yang', 'di', 'sampaikan', 'oleh', 'menteri', 'kesehatan', 'dan', 'kominfo', 'bahwa', 'kebocoran', 'data', 'nomor', 'induk', 'kependudukan', 'presiden', 'jokowi', 'bukan', 'data', 'asli']","['lindungi', 'aman', 'menteri', 'kesehatan', 'kominfo', 'kebocoran', 'data', 'nomor', 'induk', 'kependudukan', 'presiden', 'jokowi', 'data', 'asli']","['lindung', 'aman', 'menteri', 'sehat', 'kominfo', 'bocor', 'data', 'nomor', 'induk', 'duduk', 'presiden', 'jokowi', 'data', 'asli']","['lindung', 'aman', 'menteri', 'sehat', 'kominfo', 'bocor', 'data', 'nomor', 'induk', 'duduk', 'presiden', 'jokowi', 'data', 'asli']",positive
9/7/2021 1:30,lindungi tidak bocor data masyarakat di aplikasi peduli lindungi dinyatakan aman oleh kementrian kesehatan,"['lindungi', 'tidak', 'bocor', 'data', 'masyarakat', 'di', 'aplikasi', 'peduli', 'lindungi', 'dinyatakan', 'aman', 'oleh', 'kementrian', 'kesehatan']","['lindungi', 'bocor', 'data', 'masyarakat', 'aplikasi', 'peduli', 'lindungi', 'dinyatakan', 'aman', 'kementrian', 'kesehatan']","['lindung', 'bocor', 'data', 'masyarakat', 'aplikasi', 'peduli', 'lindung', 'nyata', 'aman', 'tri', 'sehat']","['lindung', 'bocor', 'data', 'masyarakat', 'aplikasi', 'peduli', 'lindung', 'nyata', 'aman', 'tri', 'sehat']",positive
9/7/2021 1:01,lindungi tidak bocor hingga saat ini tidak ada bukti kebocoran data pribadi di aplikasi peduli lindungi,"['lindungi', 'tidak', 'bocor', 'hingga', 'saat', 'ini', 'tidak', 'ada', 'bukti', 'kebocoran', 'data', 'pribadi', 'di', 'aplikasi', 'peduli', 'lindungi']","['lindungi', 'bocor', 'bukti', 'kebocoran', 'data', 'pribadi', 'aplikasi', 'peduli', 'lindungi']","['lindung', 'bocor', 'bukti', 'bocor', 'data', 'pribadi', 'aplikasi', 'peduli', 'lindung']","['lindung', 'bocor', 'bukti', 'bocor', 'data', 'pribadi', 'aplikasi', 'peduli', 'lindung']",positive
9/7/2021 1:00,lindungi tidak bocor aplikasi peduli lindungi aman digunakan,"['lindungi', 'tidak', 'bocor', 'aplikasi', 'peduli', 'lindungi', 'aman', 'digunakan']","['lindungi', 'bocor', 'aplikasi', 'peduli', 'lindungi', 'aman']","['lindung', 'bocor', 'aplikasi', 'peduli', 'lindung', 'aman']","['lindung', 'bocor', 'aplikasi', 'peduli', 'lindung', 'aman']",positive
9/7/2021 2:00,lindungi tidak bocor ayo masyarakat untuk tetap menggunakan aplikasi peduli lindungi karena data pribadi tidak disebar luaskan,"['lindungi', 'tidak', 'bocor', 'ayo', 'masyarakat', 'untuk', 'tetap', 'menggunakan', 'aplikasi', 'peduli', 'lindungi', 'karena', 'data', 'pribadi', 'tidak', 'disebar', 'luaskan']","['lindungi', 'bocor', 'ayo', 'masyarakat', 'aplikasi', 'peduli', 'lindungi', 'data', 'pribadi', 'disebar', 'luaskan']","['lindung', 'bocor', 'ayo', 'masyarakat', 'aplikasi', 'peduli', 'lindung', 'data', 'pribadi', 'sebar', 'luas']","['lindung', 'bocor', 'ayo', 'masyarakat', 'aplikasi', 'peduli', 'lindung', 'data', 'pribadi', 'sebar', 'luas']",positive
9/7/2021 1:00,lindungi tidak bocor dengan masukkan nomor induk kependudukan tanggal vaksin dan jenis vaksin bisa cari di berdasarkan wilayah,"['lindungi', 'tidak', 'bocor', 'dengan', 'masukkan', 'nomor', 'induk', 'kependudukan', 'tanggal', 'vaksin', 'dan', 'jenis', 'vaksin', 'bisa', 'cari', 'di', 'berdasarkan', 'wilayah']","['lindungi', 'bocor', 'masukkan', 'nomor', 'induk', 'kependudukan', 'tanggal', 'vaksin', 'jenis', 'vaksin', 'cari', 'berdasarkan', 'wilayah']","['lindung', 'bocor', 'masuk', 'nomor', 'induk', 'duduk', 'tanggal', 'vaksin', 'jenis', 'vaksin', 'cari', 'dasar', 'wilayah']","['lindung', 'bocor', 'masuk', 'nomor', 'induk', 'duduk', 'tanggal', 'vaksin', 'jenis', 'vaksin', 'cari', 'dasar', 'wilayah']",positive
9/7/2021 1:00,lindungi tidak bocor intinya pemerintah tidak mau mempersulit masyarakat kita tetap melindungi data masyarakat,"['lindungi', 'tidak', 'bocor', 'intinya', 'pemerintah', 'tidak', 'mau', 'mempersulit', 'masyarakat', 'kita', 'tetap', 'melindungi', 'data', 'masyarakat']","['lindungi', 'bocor', 'intinya', 'pemerintah', 'mempersulit', 'masyarakat', 'melindungi', 'data', 'masyarakat']","['lindung', 'bocor', 'inti', 'perintah', 'sulit', 'masyarakat', 'lindung', 'data', 'masyarakat']","['lindung', 'bocor', 'inti', 'perintah', 'sulit', 'masyarakat', 'lindung', 'data', 'masyarakat']",positive
9/18/2021 12:24,lindungi tidak bocor sudah dipastikan tidak ada kebocoran data di aplikasi peduli lindungi ayo perbarui aplikasi peduli lindungi,"['lindungi', 'tidak', 'bocor', 'sudah', 'dipastikan', 'tidak', 'ada', 'kebocoran', 'data', 'di', 'aplikasi', 'peduli', 'lindungi', 'ayo', 'perbarui', 'aplikasi', 'peduli', 'lindungi']","['lindungi', 'bocor', 'kebocoran', 'data', 'aplikasi', 'peduli', 'lindungi', 'ayo', 'perbarui', 'aplikasi', 'peduli', 'lindungi']","['lindung', 'bocor', 'bocor', 'data', 'aplikasi', 'peduli', 'lindung', 'ayo', 'baru', 'aplikasi', 'peduli', 'lindung']","['lindung', 'bocor', 'bocor', 'data', 'aplikasi', 'peduli', 'lindung', 'ayo', 'baru', 'aplikasi', 'peduli', 'lindung']",positive
9/18/2021 1:06,ekonomi sumatera selatan abis periksa aplikasi tapi kok tidak terhubung di kolom tanggal lahir peduli lindungi,"['ekonomi', 'sumatera', 'selatan', 'abis', 'periksa', 'aplikasi', 'tapi', 'kok', 'tidak', 'terhubung', 'di', 'kolom', 'tanggal', 'lahir', 'peduli', 'lindungi']","['ekonomi', 'sumatera', 'selatan', 'abis', 'periksa', 'aplikasi', 'terhubung', 'kolom', 'tanggal', 'lahir', 'peduli', 'lindungi']","['ekonomi', 'sumatera', 'selatan', 'abis', 'periksa', 'aplikasi', 'hubung', 'kolom', 'tanggal', 'lahir', 'peduli', 'lindung']","['ekonomi', 'sumatera', 'selatan', 'abis', 'periksa', 'aplikasi', 'hubung', 'kolom', 'tanggal', 'lahir', 'peduli', 'lindung']",neutral
9/20/2021 8:43,tidak terikat mengikuti kembali ini dia informasi peduli lindungi informasi pribadi,"['tidak', 'terikat', 'mengikuti', 'kembali', 'ini', 'dia', 'informasi', 'peduli', 'lindungi', 'informasi', 'pribadi']","['terikat', 'mengikuti', 'informasi', 'peduli', 'lindungi', 'informasi', 'pribadi']","['ikat', 'ikut', 'informasi', 'peduli', 'lindung', 'informasi', 'pribadi']","['ikat', 'ikut', 'informasi', 'peduli', 'lindung', 'informasi', 'pribadi']",neutral
9/7/2021 5:29,sig pt kereta api indonesia persero bersama kementerian kesehatan telah mengintegrasikan aplikasi peduli lindungi,"['sig', 'pt', 'kereta', 'api', 'indonesia', 'persero', 'bersama', 'kementerian', 'kesehatan', 'telah', 'mengintegrasikan', 'aplikasi', 'peduli', 'lindungi']","['sig', 'pt', 'kereta', 'api', 'indonesia', 'persero', 'kementerian', 'kesehatan', 'mengintegrasikan', 'aplikasi', 'peduli', 'lindungi']","['sig', 'pt', 'kereta', 'api', 'indonesia', 'persero', 'menteri', 'sehat', 'integrasi', 'aplikasi', 'peduli', 'lindung']","['sig', 'pt', 'kereta', 'api', 'indonesia', 'persero', 'menteri', 'sehat', 'integrasi', 'aplikasi', 'peduli', 'lindung']",neutral
9/20/2021 23:20,aviasi sebelum kamu melakukan perjalanan maupun ke ruang publik pastikan kamu melakukan pengecekan di aplikasi peduli lindungi terlebih dahulu,"['aviasi', 'sebelum', 'kamu', 'melakukan', 'perjalanan', 'maupun', 'ke', 'ruang', 'publik', 'pastikan', 'kamu', 'melakukan', 'pengecekan', 'di', 'aplikasi', 'peduli', 'lindungi', 'terlebih', 'dahulu']","['aviasi', 'perjalanan', 'ruang', 'publik', 'pastikan', 'pengecekan', 'aplikasi', 'peduli', 'lindungi']","['aviasi', 'jalan', 'ruang', 'publik', 'pasti', 'kece', 'aplikasi', 'peduli', 'lindung']","['aviasi', 'jalan', 'ruang', 'publik', 'pasti', 'kece', 'aplikasi', 'peduli', 'lindung']",neutral
9/10/2021 0:00,bumn pt kereta api indonesia persero bersama kementerian kesehatan telah mengintegrasikan aplikasi peduli lindungi,"['bumn', 'pt', 'kereta', 'api', 'indonesia', 'persero', 'bersama', 'kementerian', 'kesehatan', 'telah', 'mengintegrasikan', 'aplikasi', 'peduli', 'lindungi']","['bumn', 'pt', 'kereta', 'api', 'indonesia', 'persero', 'kementerian', 'kesehatan', 'mengintegrasikan', 'aplikasi', 'peduli', 'lindungi']","['bumn', 'pt', 'kereta', 'api', 'indonesia', 'persero', 'menteri', 'sehat', 'integrasi', 'aplikasi', 'peduli', 'lindung']","['bumn', 'pt', 'kereta', 'api', 'indonesia', 'persero', 'menteri', 'sehat', 'integrasi', 'aplikasi', 'peduli', 'lindung']",neutral
9/16/2021 9:50,selamatkan rakyat kartu vaksin dapat diakses melalui aplikasi peduli lindungi,"['selamatkan', 'rakyat', 'kartu', 'vaksin', 'dapat', 'diakses', 'melalui', 'aplikasi', 'peduli', 'lindungi']","['selamatkan', 'rakyat', 'kartu', 'vaksin', 'diakses', 'aplikasi', 'peduli', 'lindungi']","['selamat', 'rakyat', 'kartu', 'vaksin', 'akses', 'aplikasi', 'peduli', 'lindung']","['selamat', 'rakyat', 'kartu', 'vaksin', 'akses', 'aplikasi', 'peduli', 'lindung']",positive
9/7/2021 8:43,apakah berkunjung ke kamu perlu aplikasi peduli lindungi,"['apakah', 'berkunjung', 'ke', 'kamu', 'perlu', 'aplikasi', 'peduli', 'lindungi']","['berkunjung', 'aplikasi', 'peduli', 'lindungi']","['kunjung', 'aplikasi', 'peduli', 'lindung']","['kunjung', 'aplikasi', 'peduli', 'lindung']",neutral
9/4/2021 1:49,kewajiban saat vaksin memiliki aplikasi peduli lindungi sebelum memasuki area senayan city untuk scan qr code,"['kewajiban', 'saat', 'vaksin', 'memiliki', 'aplikasi', 'peduli', 'lindungi', 'sebelum', 'memasuki', 'area', 'senayan', 'city', 'untuk', 'scan', 'qr', 'code']","['kewajiban', 'vaksin', 'memiliki', 'aplikasi', 'peduli', 'lindungi', 'memasuki', 'area', 'senayan', 'city', 'scan', 'qr', 'code']","['wajib', 'vaksin', 'milik', 'aplikasi', 'peduli', 'lindung', 'pasuk', 'area', 'senayan', 'city', 'scan', 'qr', 'code']","['wajib', 'vaksin', 'milik', 'aplikasi', 'peduli', 'lindung', 'pasuk', 'area', 'senayan', 'city', 'scan', 'qr', 'code']",neutral
9/16/2021 7:05,abang saya masuk kamar tolong unduh aplikasi pelindung diri dong di ponsel kata saya gimana aplikasi untuk apaan itu,"['abang', 'saya', 'masuk', 'kamar', 'tolong', 'unduh', 'aplikasi', 'pelindung', 'diri', 'dong', 'di', 'ponsel', 'kata', 'saya', 'gimana', 'aplikasi', 'untuk', 'apaan', 'itu']","['abang', 'masuk', 'kamar', 'tolong', 'unduh', 'aplikasi', 'pelindung', 'ponsel', 'gimana', 'aplikasi']","['abang', 'masuk', 'kamar', 'tolong', 'unduh', 'aplikasi', 'lindung', 'ponsel', 'gimana', 'aplikasi']","['abang', 'masuk', 'kamar', 'tolong', 'unduh', 'aplikasi', 'lindung', 'ponsel', 'gimana', 'aplikasi']",neutral
9/5/2021 2:46,belum di baca lagi sama peduli lindungi kalau email pertamanya sudah,"['belum', 'di', 'baca', 'lagi', 'sama', 'peduli', 'lindungi', 'kalau', 'email', 'pertamanya', 'sudah']","['baca', 'peduli', 'lindungi', 'email', 'pertamanya']","['baca', 'peduli', 'lindung', 'email', 'pertama']","['baca', 'peduli', 'lindung', 'email', 'pertama']",negative
9/10/2021 6:06,polsek magelang utara polres magelang kota sosialisasi aplikasi peduli lindungi dan pendisiplinan protokol kesehatan,"['polsek', 'magelang', 'utara', 'polres', 'magelang', 'kota', 'sosialisasi', 'aplikasi', 'peduli', 'lindungi', 'dan', 'pendisiplinan', 'protokol', 'kesehatan']","['polsek', 'magelang', 'utara', 'polres', 'magelang', 'kota', 'sosialisasi', 'aplikasi', 'peduli', 'lindungi', 'pendisiplinan', 'protokol', 'kesehatan']","['polsek', 'magelang', 'utara', 'polres', 'magelang', 'kota', 'sosialisasi', 'aplikasi', 'peduli', 'lindung', 'disiplin', 'protokol', 'sehat']","['polsek', 'magelang', 'utara', 'polres', 'magelang', 'kota', 'sosialisasi', 'aplikasi', 'peduli', 'lindung', 'disiplin', 'protokol', 'sehat']",neutral
9/22/2021 11:02,peduli lindungi eror terus akhirnya pasang wallpaper sertifikat vaksin saja lah,"['peduli', 'lindungi', 'eror', 'terus', 'akhirnya', 'pasang', 'wallpaper', 'sertifikat', 'vaksin', 'saja', 'lah']","['peduli', 'lindungi', 'eror', 'pasang', 'wallpaper', 'sertifikat', 'vaksin']","['peduli', 'lindung', 'eror', 'pasang', 'wallpaper', 'sertifikat', 'vaksin']","['peduli', 'lindung', 'eror', 'pasang', 'wallpaper', 'sertifikat', 'vaksin']",negative
9/22/2021 7:42,video yang saya lihat dia bilang kalau orang yang tidak punya peduli lindungi dilarang masuk benar tidak ya,"['video', 'yang', 'saya', 'lihat', 'dia', 'bilang', 'kalau', 'orang', 'yang', 'tidak', 'punya', 'peduli', 'lindungi', 'dilarang', 'masuk', 'benar', 'tidak', 'ya']","['video', 'lihat', 'bilang', 'orang', 'peduli', 'lindungi', 'dilarang', 'masuk', 'ya']","['video', 'lihat', 'bilang', 'orang', 'peduli', 'lindung', 'larang', 'masuk', 'ya']","['video', 'lihat', 'bilang', 'orang', 'peduli', 'lindung', 'larang', 'masuk', 'ya']",neutral
9/17/2021 5:49,di peduli lindungi kalau belum ada sabar dulu saya juga nunggu sampai vaksin ke dua baru dapat,"['di', 'peduli', 'lindungi', 'kalau', 'belum', 'ada', 'sabar', 'dulu', 'saya', 'juga', 'nunggu', 'sampai', 'vaksin', 'ke', 'dua', 'baru', 'dapat']","['peduli', 'lindungi', 'sabar', 'nunggu', 'vaksin']","['peduli', 'lindung', 'sabar', 'nunggu', 'vaksin']","['peduli', 'lindung', 'sabar', 'nunggu', 'vaksin']",negative
9/22/2021 3:57,sudah penuh gitu sebenarnya yang dicari sertifikatnya malah tidak ada di peduli lindungi hancur deh nasib,"['sudah', 'penuh', 'gitu', 'sebenarnya', 'yang', 'dicari', 'sertifikatnya', 'malah', 'tidak', 'ada', 'di', 'peduli', 'lindungi', 'hancur', 'deh', 'nasib']","['penuh', 'gitu', 'dicari', 'sertifikatnya', 'peduli', 'lindungi', 'hancur', 'deh', 'nasib']","['penuh', 'gitu', 'cari', 'sertifikat', 'peduli', 'lindung', 'hancur', 'deh', 'nasib']","['penuh', 'gitu', 'cari', 'sertifikat', 'peduli', 'lindung', 'hancur', 'deh', 'nasib']",negative
9/18/2021 0:44,buka kok hanya masuknya harus pakai peduli lindungi,"['buka', 'kok', 'hanya', 'masuknya', 'harus', 'pakai', 'peduli', 'lindungi']","['buka', 'masuknya', 'pakai', 'peduli', 'lindungi']","['buka', 'masuk', 'pakai', 'peduli', 'lindung']","['buka', 'masuk', 'pakai', 'peduli', 'lindung']",positive
9/17/2021 22:54,posisi kita sudah diawasi jam matikan saja aplikasi peduli lindungi,"['posisi', 'kita', 'sudah', 'diawasi', 'jam', 'matikan', 'saja', 'aplikasi', 'peduli', 'lindungi']","['posisi', 'diawasi', 'jam', 'matikan', 'aplikasi', 'peduli', 'lindungi']","['posisi', 'awas', 'jam', 'mati', 'aplikasi', 'peduli', 'lindung']","['posisi', 'awas', 'jam', 'mati', 'aplikasi', 'peduli', 'lindung']",negative
